idstd;id;panel;a4a;a6a;a4b;a6c;a6b;a1;country;lcu;a7a;a20y;b1;b3;b2a;b2b;b2c;b2d;b4;b4a;bmb1;bmb2;bmb3;bmb4;b5;b6;b6b;b7;b7a;d1a1a;d1a1x;d1a3;d2;n3;bmd1a;bmd1b;d3a;d3b;d3c;bmr2;bmr3;bmr4;bmr5;bmr6;bmr7;bmr8;e1;e2b;h1;h2;h5;bmh1;bmh2;bmh3;h8;h9;bmt3;k4;n5a;n5b;bmk6;k4b;n5c;n5d;k21;j6a;l1;l2;l4a1;l4a2;l4b;l5a;l5b;l5;l6;l6a;l8;l9b;l9b1;bml1a;bml1b;l10;bml2;l11a;l11a1;l11b;n2a;n2e;n2b;n2f;n2i;n2p;n2e1;n7a;bmge1;bmge2;d1a2;stratificationsizecode;stratificationsectorcode;Cyprus;Estonia;Greece;Italy;Latvia;Lithuania;Malta;Portugal;Slovak_rep;Slovenia;firm_age;manager_experience;top_manager_female;firm_size;sales;exportsDV;manufacturing;retail;other_services;food;garments;metal_products;machinery;other_manufacturing;R_D;product_innovation;fixed_asset;ln_sales;female_owners;family_firms
674208;13120;Fresh;Food & Beverages;Large;Food;200;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;Yes;25;100;100;Yes;Yes;1983;3;1985;50;No;Manufacturing of ;Manufature Of Bread;100;3000000;2900000;Stay the same;;100;0;0;No;;No;;;;No;Local Ð main product sold mostly in same municipality where establishment is located;Don't know (spontaneous);No;;No;No;Yes;No;No;;Once a week;Yes;150000;0;No;No;;;No;No;200;190;150;20;10;10;5;;No full-time seasonal or temporary workers;;;100;;5;;No;;;;;1680000;300000;120000;200000;;2500000;Don't know (spontaneous);8500000;Don't know (spontaneous);Don't know (spontaneous);1541;Large (100 or more);1;0;0;0;0;0;0;0;1;0;0;38;50;0;200;3000000;0;0;0;0;1;0;0;0;0;1;0;1;15;1;1
674209;13129;Fresh;Other Manufacturing;Large;Basic metals;205;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;99;100;0;0;0;No;;99;0;Yes;Yes;1968;Don't know (spontaneous);1968;20;No;Manufacturing of ;Steel And Iron Manufacturing;100;2.50e+08;2.40e+08;Increase;7;45;0;55;Yes;10 or more indicators;Yes;Main focus was on short-term, less than one year;Achieved with normal amount of effort;Most managers and some production workers;Yes;International;Don't know (spontaneous);No;;No;No;No;No;;;Once a week;No;;;No;No;;;Yes;No;205;Don't know (spontaneous);0;100;50;Don't know (spontaneous);Don't know (spontaneous);;20;Don't know (spontaneous);2;Don't know (spontaneous);;Don't know (spontaneous);;Yes;Job-specific technical skills;100;;No employees trained;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);0;2731;Large (100 or more);5;0;0;0;0;0;0;0;1;0;0;53;20;0;205;250000000;1;0;0;0;0;0;0;0;1;0;0;2;19;0;1
674210;13165;Fresh;Food & Beverages;Small;Food;6;Small;Portugal;Portugal;Euro (EUR);3;2018;Shareholding company with non-traded shares or shares traded privately;40;100;0;0;0;Yes;40;100;100;Yes;No;1983;2;1983;25;No;Manufacturing of ;Manufacture Of Bread And Cakes;100;Don't know (spontaneous);Don't know (spontaneous);Increase;5;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;10;No;;No;Yes;Yes;No;Yes;Don't know (spontaneous);;Yes;23500;0;Yes;Yes;13700;0;No;No;10;12;2;2;0;2;4;;No full-time seasonal or temporary workers;;;;8;;1;Yes;Job-specific technical skills;40;;40;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);1541;Small (5-19);1;0;0;0;0;0;0;0;1;0;0;38;25;0;10;;0;0;0;0;1;0;0;0;0;1;0;1;;1;1
674211;13166;Fresh;Food & Beverages;Medium;Food;45;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;91;100;0;0;0;Yes;7;7;0;Yes;Yes;1996;3;1996;20;No;Manufacturing of ;Manufacture Of Confectionery Products;70;6500000;Don't know (spontaneous);Increase;5;77;0;23;No;;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;All managers and most production workers;Yes;National Ð main product sold mostly across the country where establishment is located;Too many to count;Yes;No;Yes;Yes;Yes;Yes;Yes;10000;;Yes;1000000;0;No;No;;;Yes;No;45;35;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);20;4;;4;2;6;100;;;5;Yes;Job-specific technical skills;;Don't know (spontaneous);;1223000;3000000;66000;66000;;5000000;Don't know (spontaneous);3000000;Don't know (spontaneous);0;1543;Medium (20-99);1;0;0;0;0;0;0;0;1;0;0;25;20;0;45;6500000;1;0;0;0;1;0;0;0;0;1;1;1;16;1;0
674212;13171;Fresh;Fabricated Metal Products;Small;Fabricated metal products;6;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;50;50;Yes;No;1991;2;1991;28;No;Manufacturing of ;Manufacture Of Metal Structures For Building;100;300000;250000;Decrease;10;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;No;;;No;No;6;7;2;2;0;0;0;;No full-time seasonal or temporary workers;;;;1;;1;Yes;Job-specific technical skills;;2;;Don't know (spontaneous);Don't know (spontaneous);6000;2500;;Don't know (spontaneous);Don't know (spontaneous);12500;Don't know (spontaneous);800;2811;Small (5-19);3;0;0;0;0;0;0;0;1;0;0;30;28;0;6;300000;0;0;0;0;0;0;1;0;0;0;0;2;13;0;0
674213;13184;Fresh;Other Manufacturing;Small;Non metallic mineral products;10;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;60;100;Yes;No;1990;3;1994;45;No;Manufacturing of ;Manufacture And Transformation Of Stones;100;220000;218000;Increase;5;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Don't know (spontaneous);No;;No;No;No;No;;;;No;;;No;Yes;30000;0;No;No;10;10;9;0;0;9;1;;No full-time seasonal or temporary workers;;;;10;;No one has a university degree;No;;;;;12000;20000;60000;15000;;Don't know (spontaneous);15000;4000000;Don't know (spontaneous);Don't know (spontaneous);2696;Small (5-19);5;0;0;0;0;0;0;0;1;0;0;31;45;0;10;220000;0;0;0;0;0;0;0;0;1;0;0;2;12;0;1
674214;13185;Fresh;Other Manufacturing;Small;Non metallic mineral products;5;Small;Portugal;Portugal;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;Don't know (spontaneous);No;No;1987;14;1987;50;No;Manufacturing of ;Molding And Transformation Of Flat Glass;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;6;No;;No;No;No;No;;;;Yes;5000;0;No;No;;;No;No;5;7;5;0;0;0;0;;No full-time seasonal or temporary workers;;;;4;;No one has a university degree;No;;;;;400000;Don't know (spontaneous);700;8000;;Don't know (spontaneous);Don't know (spontaneous);150000;Don't know (spontaneous);Don't know (spontaneous);2610;Small (5-19);5;0;0;0;0;0;0;0;1;0;0;34;50;0;5;;0;0;0;0;0;0;0;0;1;0;0;1;;0;1
674215;13196;Fresh;Other Manufacturing;Medium;Fabricated metal products;29;Medium;Portugal;Portugal;Euro (EUR);3;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;Yes;50;100;100;Yes;No;1993;2;1993;25;Yes;Manufacturing of ;Manufature Of Aluminum And Steel Doors And Windows;20;1200000;1000000;Increase;20;90;0;10;No;;Yes;Main focus was on short-term, less than one year;Achieved with normal amount of effort;Most managers and most production workers;Yes;National Ð main product sold mostly across the country where establishment is located;8;Yes;No;No;No;Yes;No;No;;;Yes;60000;0;No;No;;;Yes;Yes;29;24;5;9;1;0;11;;No full-time seasonal or temporary workers;;;80;;;5;Yes;Job-specific technical skills;100;;100;460000;450000;0;Don't know (spontaneous);;Don't know (spontaneous);400000;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2811;Medium (20-99);5;0;0;0;0;0;0;0;1;0;0;28;25;1;29;1200000;1;0;0;0;0;0;0;0;1;1;1;1;14;1;1
674216;13216;Fresh;Fabricated Metal Products;Large;Transport machines (34-35);300;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;100;0;100;0;0;Yes;Don't know (spontaneous);100;0;Yes;No;1994;20;1994;30;No;Manufacturing of ;Manufacturing Of Electronic Locks For Automobiles;60;8.50e+07;9.70e+07;Increase;10;0;0;100;Yes;10 or more indicators;Yes;Main focus was on short-term, less than one year;Achieved with normal amount of effort;All managers and most production workers;Yes;International;3;Yes;Yes;No;No;Yes;Yes;No;;Once a week;Yes;2500000;0;No;Yes;2000000;0;Yes;No;300;320;20;40;160;180;45;;No full-time seasonal or temporary workers;;;60;;60;;Yes;Problem solving or critical thinking skills;100;;70;5000000;5.40e+07;95000;18000;;8.30e+07;Don't know (spontaneous);3.00e+07;1000000;Don't know (spontaneous);3430;Large (100 or more);3;0;0;0;0;0;0;0;1;0;0;27;30;0;300;85000000;1;0;0;0;0;0;1;0;0;1;1;1;18;1;1
674217;13224;Fresh;Retail;Large;Retail;170;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;Yes;30;100;100;Yes;No;1994;170;1994;30;No;Retail trade of;Retail Sale Of Telecommunications Equipment;100;2500000;2400000;Increase;10;100;0;0;No;;No;;;;No;Local Ð main product sold mostly in same municipality where establishment is located;3;No;;No;No;No;No;;;Once a week;No;;;No;;;;No;No;170;165;;;;;;170;No full-time seasonal or temporary workers;;;75;;25;;Yes;Interpersonal and communication skills;;;;1020000;;10000;5000;400000;;;;5000;0;5239;Large (100 or more);6;0;0;0;0;0;0;0;1;0;0;27;30;0;170;2500000;0;0;1;0;0;0;0;0;0;0;0;2;15;1;1
674218;13230;Fresh;Machinery & Equipment;Medium;Machinery and equipment (29-30);32;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;25;100;0;0;0;No;;50;100;Yes;Yes;1984;6;1984;34;No;Manufacturing of ;Manufacture Of Tool Molds, Dies And Cutters;100;3500000;3500000;Decrease;30;50;0;50;Yes;1-2 indicators;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Most managers and some production workers;Yes;National Ð main product sold mostly across the country where establishment is located;30;Yes;Yes;No;No;No;No;;;;No;;;No;Yes;300000;0;No;No;32;32;30;0;0;0;1;;No full-time seasonal or temporary workers;;;;6;;1;Yes;Job-specific technical skills;;30;;480000;250000;350000;100000;;2450000;250000;6000000;Don't know (spontaneous);Don't know (spontaneous);2922;Medium (20-99);4;0;0;0;0;0;0;0;1;0;0;37;34;0;32;3500000;1;0;0;0;0;0;0;1;0;0;1;2;15;0;0
674219;13235;Fresh;Other Manufacturing;Small;Leather ;14;Small;Portugal;Portugal;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;100;No;No;1990;14;1990;35;No;Manufacturing of ;Manufacture Of Travel Goods And Personal Use, Leather Goods;100;850000;780000;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;Don't know (spontaneous);No;;No;No;No;No;;;;No;;;No;No;;;No;No;14;17;4;6;1;7;1;;No full-time seasonal or temporary workers;;;30;;;1;No;;;;;270000;190000;3000;2500;;520000;160000;120000;Don't know (spontaneous);Don't know (spontaneous);1912;Small (5-19);5;0;0;0;0;0;0;0;1;0;0;31;35;0;14;850000;0;0;0;0;0;0;0;0;1;0;0;2;14;0;1
674220;13242;Fresh;Other Manufacturing;Medium;Non metallic mineral products;25;Medium;Portugal;Portugal;Euro (EUR);;2018;Partnership;50;100;0;0;0;Yes;50;100;100;No;No;1978;Don't know (spontaneous);1978;41;Yes;Manufacturing of ;Manufacture Of Concrete Blocks;Don't know (spontaneous);1398000;1484000;Stay the same;;100;0;0;No;;No;;;;No;Local Ð main product sold mostly in same municipality where establishment is located;Don't know (spontaneous);Yes;Don't know (spontaneous);No;No;No;No;;;;Yes;Don't know (spontaneous);Don't know (spontaneous);No;Don't know (spontaneous);;;No;No;25;25;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);0;5;;No full-time seasonal or temporary workers;;;;1;;No one has a university degree;Yes;Job-specific technical skills;;2;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2695;4;5;0;0;0;0;0;0;0;1;0;0;43;41;1;25;1398000;0;0;0;0;0;0;0;0;1;0;1;1;14;1;1
674221;13250;Fresh;Food & Beverages;Medium;Food;45;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;15;100;0;0;0;Yes;13;Don't know (spontaneous);;Yes;Yes;1985;30;1985;30;Yes;Manufacturing of ;Manufacture Of Bread And Cakes;60;1200000;1260000;Increase;Don't know (spontaneous);100;0;0;Yes;3-9 indicators;Yes;Main focus was on short-term, less than one year;Achieved with normal amount of effort;Most managers and most production workers;No;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;Yes;Yes;Yes;No;No;No;;;;Yes;25000;0;No;Yes;25000;0;Yes;No;45;45;5;30;5;10;2;;No full-time seasonal or temporary workers;;;Don't know (spontaneous);;;3;Yes;Job-specific technical skills;;10;;745000;290000;Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);295000;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);1541;Medium (20-99);1;0;0;0;0;0;0;0;1;0;0;36;30;1;45;1200000;0;0;0;0;1;0;0;0;0;0;1;1;14;1;0
674222;13253;Fresh;Other Manufacturing;Medium;Plastics & rubber;102;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;100;100;0;0;0;Yes;10;90;66;Yes;Yes;1995;35;1995;30;Yes;Manufacturing of ;Manufacture Of Plastic Packaging;100;1.50e+07;1.25e+07;Increase;10;32;16;52;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Most managers and some production workers;Yes;International;10;Yes;Yes;Yes;No;Yes;No;Yes;300000;Once a week;Yes;1190000;150000;No;Yes;1600000;0;Yes;No;102;78;4;4;40;28;32;;No full-time seasonal or temporary workers;;;60;;17;;Yes;Job-specific technical skills;100;;80;2270000;4200000;750000;46000;;1.38e+07;350000;1.77e+07;8000000;32857;2520;Medium (20-99);5;0;0;0;0;0;0;0;1;0;0;26;30;1;102;15000000;1;0;0;0;0;0;0;0;1;1;1;1;17;1;1
674223;13259;Fresh;Food & Beverages;Small;Food;7;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;Yes;20;100;100;Yes;No;1989;16;1989;30;No;Manufacturing of ;Manufacture Of Bread And Fine Pastry;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;3;No;;No;No;No;No;;;;No;;;No;No;;;No;No;7;7;2;0;0;0;4;;No full-time seasonal or temporary workers;;;;0;;No one has a university degree;No;;;;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);1541;Small (5-19);1;0;0;0;0;0;0;0;1;0;0;32;30;0;7;;0;0;0;0;1;0;0;0;0;0;0;2;;1;1
674224;13261;Fresh;Other Services;Small;Machinery and equipment (29-30);30;Medium;Portugal;Portugal;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;53;100;0;0;0;Yes;3;100;100;Yes;No;1958;30;1958;70;No;Manufacturing of ;Manufacture Of Agricultural Machinery;100;1420000;1200000;Decrease;40;90;10;0;No;;Yes;Main focus was on short-term, less than one year;Achieved with more than normal effort;Only senior managers;No;National Ð main product sold mostly across the country where establishment is located;15;Yes;Yes;No;Yes;Yes;No;No;;;No;;;No;No;;;Yes;No;30;30;0;3;17;0;1;;No full-time seasonal or temporary workers;;;90;;No one has a university degree;;No;;;;;500000;500000;24000;3000;;1412000;500000;Don't know (spontaneous);Don't know (spontaneous);0;2921;Small (5-19);7;0;0;0;0;0;0;0;1;0;0;63;70;0;30;1420000;1;0;0;1;0;0;0;0;0;1;1;2;14;1;1
674225;13262;Fresh;Other Services;Small;Construction Section F: ;8;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;65;65;Yes;No;1995;6;1995;30;No;Construction of;Building Construction;100;450000;425000;Increase;10;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Don't know (spontaneous);No;;No;No;No;No;;;;Yes;3000;0;No;;;;No;No;8;8;;;;;;1;No full-time seasonal or temporary workers;;;;8;;No one has a university degree;No;;;;;9000;;700;6000;;;;;Don't know (spontaneous);0;4520;Small (5-19);7;0;0;0;0;0;0;0;1;0;0;26;30;0;8;450000;0;0;0;1;0;0;0;0;0;0;0;1;13;0;1
674226;13264;Fresh;Other Manufacturing;Medium;Non metallic mineral products;70;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;100;100;Yes;No;1994;30;1994;38;No;Manufacturing of ;Marble Transformation;100;5000000;4500000;Increase;8;70;0;30;No;;No;;;;No;National Ð main product sold mostly across the country where establishment is located;6;Yes;Yes;No;No;No;No;;;Once a week;No;;;No;No;;;No;No;70;65;12;48;6;0;3;;No full-time seasonal or temporary workers;;;95;;5;;No;;;;;680000;90000;75000;1000;;Don't know (spontaneous);87000;150000;Don't know (spontaneous);0;2696;Medium (20-99);5;0;0;0;0;0;0;0;1;0;0;27;38;0;70;5000000;1;0;0;0;0;0;0;0;1;0;1;2;15;0;1
674227;13266;Fresh;Retail;Large;Retail;239;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;50;100;0;0;0;Yes;50;100;100;Yes;Yes;1993;3;1993;33;No;Retail trade of;Retail Sale Of Vending Machines;60;1.80e+07;1.65e+07;Increase;4;100;0;0;Yes;1-2 indicators;Yes;Main focus was on short-term, less than one year;Achieved with more than normal effort;All managers and most production workers;Yes;National Ð main product sold mostly across the country where establishment is located;150;No;;No;No;No;No;;;Once a week;Yes;1500000;0;No;;;;Yes;Yes;239;260;;;;;;115;No full-time seasonal or temporary workers;;;20;;;12;Yes;Job-specific technical skills;;;;1600000;;48000;420000;6000000;;;;Don't know (spontaneous);Don't know (spontaneous);5252;Large (100 or more);6;0;0;0;0;0;0;0;1;0;0;28;33;0;239;18000000;0;0;1;0;0;0;0;0;0;0;0;1;17;1;1
674228;13277;Fresh;Other Services;Large;Construction Section F: ;300;Large;Portugal;Portugal;Euro (EUR);2;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;50;50;Yes;No;1991;10;1993;34;No;Construction of;Building Construction;90;6500000;6000000;Increase;8;30;0;70;No;;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;All managers and most production workers;No;International;6;No;;No;No;No;No;;;Between 2 and 4 times a week;No;;;No;;;;No;No;300;185;;;;;;6;2;0;6;90;;10;;No;;;;;2880000;;10000;70000;;;;;300;0;4520;Large (100 or more);7;0;0;0;0;0;0;0;1;0;0;30;34;0;300;6500000;1;0;0;1;0;0;0;0;0;0;0;2;16;0;0
674229;13282;Fresh;Retail;Small;Retail;5;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;0;;No;No;1995;3;1995;28;No;Retail trade of;Retail Sale Of Computer Software;70;300000;270000;Increase;5;95;0;5;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Don't know (spontaneous);Yes;Yes;No;Yes;Yes;Yes;Yes;10000;;Yes;4000;0;No;;;;No;No;5;5;;;;;;1;No full-time seasonal or temporary workers;;;100;;;No one has a university degree;No;;;;;90000;;1400;7000;Don't know (spontaneous);;;;Don't know (spontaneous);4400;5239;Small (5-19);6;0;0;0;0;0;0;0;1;0;0;26;28;0;5;300000;1;0;1;0;0;0;0;0;0;1;1;1;13;0;0
674230;13301;Fresh;Other Manufacturing;Large;Leather ;177;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;67;100;0;0;0;Yes;12;100;100;Yes;Yes;1994;5;1994;45;No;Manufacturing of ;Manufacture Of Footwear For Men And Women;100;3.10e+07;3.00e+07;Stay the same;;4;0;96;No;;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Most managers and some production workers;No;International;3;Yes;Yes;No;No;No;No;;;Never;Yes;17000;950000;No;Yes;300000;0;Yes;No;177;160;80;40;17;40;20;;4;0;2;;80;;14;Yes;Job-specific technical skills;100;;100;2880000;1.70e+07;60000;25000;;3.00e+07;1.50e+07;1.90e+07;Don't know (spontaneous);Don't know (spontaneous);1920;Large (100 or more);5;0;0;0;0;0;0;0;1;0;0;27;45;0;177;31000000;1;0;0;0;0;0;0;0;1;0;1;1;17;1;1
674231;13305;Fresh;Other Manufacturing;Small;Retail;5;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;33;100;0;0;0;No;;33;3;Yes;No;1995;5;1995;47;No;Retail trade of;Retail Sale Of Agricultural Machinery And Spare Parts;100;600000;500000;Decrease;20;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;5;No;;No;No;No;No;;;;Yes;25000;0;No;;;;No;No;5;5;;;;;;0;No full-time seasonal or temporary workers;;;;2;;No one has a university degree;No;;;;;75250;;1800;8000;250000;;;;Don't know (spontaneous);0;5239;Small (5-19);5;0;0;0;0;0;0;0;1;0;0;26;47;0;5;600000;0;0;0;0;0;0;0;0;1;0;0;1;13;0;0
674232;13329;Fresh;Food & Beverages;Large;Food;140;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;100;100;0;0;0;No;;0;;Yes;Yes;1995;80;1992;9;No;Manufacturing of ;Production Of Canned Fish;100;8300000;7600000;Stay the same;;60;40;0;Yes;3-9 indicators;Yes;Main focus was on long-term, one year or more;Achieved with normal amount of effort;Only senior managers;Yes;National Ð main product sold mostly across the country where establishment is located;10;Yes;Yes;No;No;Yes;No;No;;Once a week;Yes;30000;0;No;Yes;70000;0;Yes;No;140;200;100;0;5;50;15;;No full-time seasonal or temporary workers;;;;28;;12;Yes;Job-specific technical skills;100;;100;1800000;4000000;700000;300000;;7750000;3500000;5.00e+07;Don't know (spontaneous);Don't know (spontaneous);1512;Large (100 or more);1;0;0;0;0;0;0;0;1;0;0;26;9;0;140;8300000;1;0;0;0;1;0;0;0;0;1;1;1;16;0;0
674233;13344;Fresh;Fabricated Metal Products;Medium;Fabricated metal products;40;Medium;Portugal;Portugal;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;100;Yes;Yes;1995;6;1995;34;No;Manufacturing of ;Manufacturing Of Metal Columns For Street Lighting;70;2150000;2400000;Increase;40;30;30;40;Yes;3-9 indicators;Yes;Main focus was on short-term, less than one year;Targets were not achieved;All managers and most production workers;Yes;International;2;No;;No;No;Yes;No;Yes;200000;;Yes;10000;0;No;No;;;Yes;No;40;38;0;34;0;1;2;;No full-time seasonal or temporary workers;;;40;;;6;Yes;Other;100;;100;600000;1200000;18000;36000;;2000000;1200000;2000000;Don't know (spontaneous);Don't know (spontaneous);2811;Medium (20-99);3;0;0;0;0;0;0;0;1;0;0;26;34;0;40;2150000;1;0;0;0;0;0;1;0;0;1;0;1;15;0;1
674234;13347;Fresh;Retail;Medium;Retail;52;Medium;Portugal;Portugal;Euro (EUR);13;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;100;100;Yes;No;1995;2;1995;23;No;Retail trade of;Retail Of Food Products;100;4900000;4100000;Increase;10;100;0;0;No;;Yes;Main focus was on short-term, less than one year;Achieved with normal amount of effort;All managers and most production workers;No;Local Ð main product sold mostly in same municipality where establishment is located;10;No;;No;No;No;No;;;Daily;Yes;80000;0;No;;;;Yes;No;52;42;;;;;;45;8;8;3;;10;;No one has a university degree;Yes;Job-specific technical skills;;;;604800;;240000;6600;3000000;;;;Don't know (spontaneous);Don't know (spontaneous);5220;Medium (20-99);6;0;0;0;0;0;0;0;1;0;0;26;23;0;52;4900000;0;0;1;0;0;0;0;0;0;0;0;1;15;0;1
674235;13359;Fresh;Other Services;Large;Electronics (31-32);110;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;Yes;50;100;100;No;Yes;1991;5;1991;28;No;Manufacturing of ;Maintenance And Installation Of Electricity And Telecommunication Systems;100;2500000;2300000;Increase;5;100;0;0;No;;No;;;;Don't know (spontaneous);National Ð main product sold mostly across the country where establishment is located;Don't know (spontaneous);No;;No;No;No;No;;;Never;No;;;No;No;;;Yes;No;110;130;0;72;9;0;5;;No full-time seasonal or temporary workers;;;;80;;6;No;;;;;950000;150000;2500;200000;;1600000;135000;4000000;Don't know (spontaneous);140000;3220;Large (100 or more);7;0;0;0;0;0;0;0;1;0;0;30;28;0;110;2500000;0;0;0;1;0;0;0;0;0;0;0;2;15;1;1
674236;13371;Fresh;Other Services;Small;Hotel and restaurants: section H;10;Small;Portugal;Portugal;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;100;No;No;1995;Don't know (spontaneous);1995;30;No;Hotel or restaurant;Restaurant;100;150000;150000;Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Don't know (spontaneous);Yes;No;No;No;No;No;;;;No;;;No;;;;No;No;10;10;;;;;;4;No full-time seasonal or temporary workers;;;;6;;No one has a university degree;No;;;;;Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);;;;;Don't know (spontaneous);0;5520;Small (5-19);7;0;0;0;0;0;0;0;1;0;0;26;30;0;10;150000;0;0;0;1;0;0;0;0;0;0;1;2;12;0;1
674237;13374;Fresh;Machinery & Equipment;Medium;Machinery and equipment (29-30);35;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;95;100;0;0;0;No;;95;100;Yes;No;1995;3;1995;25;Yes;Manufacturing of ;Repair And Maintenance Of Industrial Machinery And Equipment;40;1500000;1000000;Increase;10;100;0;0;No;;No;;;;Yes;National Ð main product sold mostly across the country where establishment is located;Don't know (spontaneous);No;;No;No;No;No;;;;No;;;No;Yes;30000;0;Yes;No;28;25;2;8;10;0;4;;No full-time seasonal or temporary workers;;;60;;;4;Yes;Job-specific technical skills;100;;100;630000;30000;9000;42000;;1400000;30000;1000000;Don't know (spontaneous);Don't know (spontaneous);2929;Medium (20-99);4;0;0;0;0;0;0;0;1;0;0;26;25;1;28;1500000;0;0;0;0;0;0;0;1;0;0;0;2;14;0;1
